insert;seq;offset;largura;coluna;ref_notice;formato;nome_notice;ancora_spool;confianca;oraculo;exemplos;expressao_spool
4;56;2876;1;P1_23_1;P1 23.1;ALPHA;Eligibilité Outil Mutualisé de provisionnemen;;MEDIA;ok;2 / 4;RPAD(NVL(C_ENR.ELI_OUT_MUT_PROV_S, ' '),1,' ')
4;57;2877;7;P1_23_2;P1 23.2;ALPHA;Centre de résultat;;MEDIA;ok;LEASING;RPAD(NVL(C_ENR.CENTRE_RES, ' '),7,' ')
4;58;2884;20;P1_23_3;P1 23.3;ALPHA;Système de gestion source;;MEDIA;ok;KSP                  / LIX                 ;RPAD(NVL(C_ENR.SYS_GEST_SRC, ' '),20,' ')
4;59;2904;3;P1_23_4;P1 23.4;ALPHA;Classification comptable des actifs en norme ;;MEDIA;ok;CAM;RPAD(NVL(C_ENR.CLA_COMP_ACT_IFRS9_S, ' '),3,' ')
4;60;2907;3;P1_23_5;P1 23.5;ALPHA;Classification comptable des actifs en norme ;;MEDIA;ok;PRC;RPAD(NVL(C_ENR.CLA_COMP_ACT_NATIONALE_S, ' '),3,' ')
4;61;2910;1;P1_23_6;P1 23.6;ALPHA;Indicateur Actif déprécié dès l'origination;;MEDIA;ok;N;RPAD(NVL(C_ENR.IND_ACT_DEP_ORI, ' '),1,' ')
4;62;2911;40;P1_23_7;P1 23.7;ALPHA;Zone libre d'appariement comptable;;MEDIA;ok;A5171100_040_00370_CRBA                  / A5231100_022_00370_CREN                 ;RPAD(NVL(C_ENR.ZONE_APP_COMP, ' '),40,' ')
4;;2951;10;P1_23_12;P1 23.12;ALPHA;Zone OMP locale 1;;FILLER;vazio;;RPAD (' ', 10)
4;63;2961;12;P1_23_8;P1 23.8;ALPHA;Code méthode IFRS9 - PD;;MEDIA;vazio;;RPAD (nvl(C_ENR.CD_METH_IFRS9_PD,' '), 12)
4;64;2973;12;P1_23_9;P1 23.9;ALPHA;Code méthode IFRS9 - Loss Given Default (LGD);;MEDIA;ok;DEFAUTLGD    / LGCBI_GAR0  ;RPAD (nvl(C_ENR.CD_METH_IFRS9_LGD,' '), 12)
4;65;2985;12;P1_23_10;P1 23.10;ALPHA;Code méthode IFRS9 - CCF;;MEDIA;ok;CCCALL0010   / CCCALL0020  ;RPAD (nvl(C_ENR.CD_METH_IFRS9_CCF,' '), 12)
4;66;2997;12;P1_23_11;P1 23.11;ALPHA;Code méthode IFRS9 - Taux de remboursement an;;MEDIA;ok;RACBI0001    / RACBM0001   ;RPAD (nvl(C_ENR.CD_METH_IFRS9_TX,' '), 12)
4;;3009;2;P1_23_99;P1 23.99;ALPHA;Filler;;FILLER;vazio;;RPAD (' ', 2)
4;67;3011;1;P1_24_1;P1 24.1;ALPHA;Eligibilité Prudent Valuation;;MEDIA;ok;N;RPAD(NVL(C_ENR.ELIGIB_PRUDENT_VAL,' '),1,' ')
4;;3012;649;P1_24_2;P1 24.2;ALPHA;Motif d'exemption déclaré à l'ajustement à la;;FILLER;vazio;;RPAD (' ', 649)
4;68;3661;1;P1_26_1;P1 26.1;ALPHA;Indicateur mobilisation de l'actif;;MEDIA;ok;1 / 3;RPAD(NVL(C_ENR.IND_MOBIL_ACTIF,' '),1,' ')
4;69;3662;1;P1_22_11;P1 22.11;ALPHA;Indicateur éligibilité de l'actif à une mobil;;MEDIA;ok;N / Y;RPAD(NVL(C_ENR.ELIG_MOB_BANQUE_CENTRALE, ' '), 1)
4;70;3663;3;P1_26_3;P1 26.3;ALPHA;Référence de mobilisation de l'actif;;MEDIA;ok;1  ;RPAD(NVL(C_ENR.REF_MOB_ACTIF, ' '), 3)
4;71;3666;3;P1_26_4;P1 26.4;ALPHA;Code organisme de mobilisation;;MEDIA;ok;404;RPAD(NVL(C_ENR.CD_ORGA_MOBIL, ' '), 3)
4;;3669;44;P1_26_99;P1 26.99;ALPHA;Zone réservée Asset Encumbrance;;FILLER;vazio;;RPAD(' ',44)
4;;3713;19;P1_27_1;P1 27.1;NUM;Montant cumulé des recouvrements depuis le dé;;FILLER;vazio;;RPAD(' ',19)
4;;3732;3;P1_27_2;P1 27.2;ALPHA;Devise du montant cumulé des recouvrements de;;FILLER;vazio;;RPAD(' ',3)
4;72;3735;1;P1_27_3;P1 27.3;ALPHA;Eligibilité Outil Central ANACREDIT;;MEDIA;ok;1 / 2;RPAD(NVL(C_ENR.IND_ELIGI_OUTI_CTRAL_ANACRD, '2'), 1)
4;73;3736;2;P1_27_4;P1 27.4;ALPHA;Motif exclusion à la déclaration ANACREDIT;;MEDIA;ok;02;RPAD(NVL(C_ENR.MOTIF_EXCLU_ANACREDIT, ' '), 2)
4;;3738;23;P1_27_99;P1 27.99;ALPHA;Filler;;FILLER;vazio;;RPAD(' ',23)
4;;3761;2;P1_28_1;P1 28.1;ALPHA;Indicateur opération effet de levier;;FILLER;ok;0 ;RPAD(' ',2)
4;;3763;19;P1_29_1;P1 29.1;NUM;Montant de l'indemnité de résiliation;;FILLER;ok;+000000000000000000;RPAD(' ',19)
4;;3782;3;P1_29_2;P1 29.2;ALPHA;Devise du montant de l'indemnité de résiliati;;FILLER;ok;EUR;RPAD(' ',3)
4;;3785;190;P1_30_1;P1 30.1;ALPHA;Type de contrat cadre;;FILLER;vazio;;RPAD(' ',190)
4;;3975;6;P1_30_22;P1 30.22;ALPHA;Référence du contrat cadre;;FILLER;vazio;;RPAD(' ',6)
4;74;3981;1;P1_30_22;P1 30.22;ALPHA;Référence du contrat cadre;;MEDIA;ok;N;'N'
4;;3982;18;P1_30_23;P1 30.23;ALPHA;Indicateur accord de netting contractuel;;FILLER;vazio;;RPAD (' ', 18)
4;;4000;7;P1_30_24;P1 30.24;ALPHA;Référence du contrat de netting contractuel;;FILLER;vazio;;RPAD (' ', 7)
4;75;4007;1;P1_30_24;P1 30.24;ALPHA;Référence du contrat de netting contractuel;;MEDIA;vazio;;'N'
4;;4008;25;P1_30_25;P1 30.25;ALPHA;Indicateur accord de netting comptable;;FILLER;ok;N                        ;RPAD (' ', 25)
4;;4033;1;P1_30_26;P1 30.26;ALPHA;Référence du contrat de netting comptable;;FILLER;vazio;;RPAD (' ', 1)
4;;4034;5;P1_30_27;P1 30.27;ALPHA;Finalité de l'opération;;FILLER;vazio;;RPAD(' ',5)
4;76;4039;40;P1_31_1;P1 31.1;ALPHA;Code entité de la succursale à l'origine de l;;BAIXA;ok; 200622VM0                               /  202878FN0                              ;RPAD(NVL(C_ENR.REF_UNIQ_CONT, ' '),40,' ')
4;77;4079;40;P1_31_2;P1 31.2;ALPHA;Référence unique du contrat à l'origine;;BAIXA;ok; 200622VM0                               /  202878FN0                              ;RPAD(NVL(C_ENR.REF_UNIQ_ELEM_CONT,' '),40)
4;78;4119;19;P1_31_3;P1 31.3;ALPHA;Référence unique de l'élément de contrat à l';;BAIXA;ok; +00000000000000000 /  +00000000000004041;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_ENG_DT_SIGN_CTRT)
4;79;4138;1;P1_31_4;P1 31.4;NUM;Montant en euros de l'engagement à la date de;;MEDIA;ok;0 / 1;RPAD(NVL(C_ENR.IND_RESPO_SOLIDAIRE, ' '),1,' ')
4;80;4139;1;P1_31_5;P1 31.5;ALPHA;Indicateur responsabilité solidaire;;MEDIA;ok;N;RPAD (NVL(C_ENR.IND_ISF,'2'), 1)
4;;4140;6;P1_31_6;P1 31.6;ALPHA;Indicateur dossier infrastructure éligible au;;FILLER;ok;1      / 2     ;RPAD(' ',6)
4;;4146;1;P1_31_7;P1 31.7;ALPHA;Rang dans la hiérarchie des créanciers;;FILLER;vazio;;RPAD(' ',1)
4;81;4147;15;P1_31_8;P1 31.8;ALPHA;Droit d'un pays tiers : reconnaissance de la ;;BAIXA;ok; 14100          /  24140         ;RPAD(NVL(C_ENR.CD_COMMUNE_BIEN_FINAN, ' '),15,' ')
4;82;4162;2;P1_31_9;P1 31.9;ALPHA;Lieu d'investissement du bien principal finan;;BAIXA;ok; F;RPAD(NVL(C_ENR.CD_PAYS_BIEN_FINAN, ' '),2,' ')
4;;4164;40;P1_31_10;P1 31.10;ALPHA;Lieu d'investissement du bien principal finan;;FILLER;ok;R                                       ;RPAD(' ', 40)
4;83;4204;1;P1_31_16;P1 31.16;ALPHA;Devise du montant de l'apport à l'octroi;P1 31.17;BAIXA;vazio;;RPAD('+',1)
4;84;4205;5;P1_31_17;P1 31.17;NUM;Durée initiale du prêt;P1 31.17;ALTA;ok;+0001 / +0002;RPAD('00000',5)
4;85;4210;1;P1_31_17;P1 31.17;NUM;Durée initiale du prêt;P1 31.18;BAIXA;ok;0 / 1;RPAD('+',1)
4;86;4211;5;P1_31_18;P1 31.18;NUM;Durée totale du prêt à date;P1 31.18;ALTA;ok;+0001 / +0002;RPAD('00000',5)
4;;4216;6;P1_31_18;P1 31.18;NUM;Durée totale du prêt à date;;FILLER;ok;0      / 1     ;RPAD(' ', 6)
4;;4222;1;P1_31_19;P1 31.19;NUM;Durée de la période d'anticipation à date d'a;;FILLER;vazio;;RPAD(' ', 1)
4;;4223;2;P1_31_20;P1 31.20;ALPHA;Méthode de valorisation du bien;;FILLER;ok; 0;RPAD(' ', 2)
4;87;4225;2;P1_31_21;P1 31.21;ALPHA;Type de sécurisation à l'octroi;P1 31.22;ALTA;ok;10 / 20;CASE WHEN C_ENR.CD_TYPE_RISQUE = 'TRE502' THEN '01' WHEN C_ENR.CD_TYPE
4;;4227;97;P1_31_22;P1 31.22;ALPHA;Type de sécurisation à date;;FILLER;ok;1                                                                                                 / 2                                                                                                ;RPAD(' ', 97)
4;88;4324;1;P1_31_29;P1 31.29;NUM;Taux de marge du crédit brut à l'octroi;;MEDIA;vazio;;RPAD(NVL(C_ENR.IND_GAR_SANS_LIMITE,' '),1)
4;;4325;1;P1_31_37;P1 31.37;ALPHA;Indicateur garantie sans limite;;FILLER;vazio;;RPAD(' ',1)
4;89;4326;19;P1_31_38;P1 31.38;ALPHA;Etendue de la garantie donnée;;BAIXA;ok; +00000000000000000 /  +00000000000022017;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_SUBV_HT),19)
4;90;4345;3;P1_29_3;P1 29.3;NUM;Montant des subventions;P1 29.4;ALTA;incoerente;0EU / 1EU;RPAD ('EUR', 3)
4;;4348;22;P1_29_4;P1 29.4;ALPHA;Devise du montant des subventions;;FILLER;ok;R                     ;RPAD (' ', 22)
4;;4370;22;P1_29_6;P1 29.6;ALPHA;Devise du montant de l'avance preneur en créd;;FILLER;vazio;;RPAD(' ',22)
4;;4392;28;P1_21_21;P1 21.21;ALPHA;Devise du montant des passages en pertes cumu;;FILLER;vazio;;RPAD(' ',28)
4;;4420;169;P1_31_36;P1 31.36;ALPHA;Indicateur prise ferme sur les titres;;FILLER;vazio;;RPAD(' ',169)
4;;4589;117;P1_16_42;P1 16.42;ALPHA;Devise du montant du gain RWA obtenu par le C;;FILLER;vazio;;RPAD(' ',117)
4;91;4706;3;P1_28_14;P1 28.14;ALPHA;Devise du montant de la part à syndiquer non ;;BAIXA;ok; EU;'EUR'
4;92;4709;12;P1_50_1;P1 50.1;ALPHA;Devise de liasse de l'entité;;BAIXA;ok;RA5171100    / RA5231100   ;RPAD(NVL(C_ENR.PCEC_MNT_RISQUE, ' '), 12)
4;93;4721;19;P1_50_2;P1 50.2;ALPHA;PCCO - Montant du principal 1;;BAIXA;ok; +00000000000000000 /  +00000000000000150;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_RISQUE),19)
4;;4740;12;P1_50_3;P1 50.3;NUM;Montant du principal 1;;FILLER;ok;0            / 1           ;RPAD(' ',12)
4;;4752;19;P1_50_4;P1 50.4;ALPHA;PCCO - Montant du principal 2;;FILLER;vazio;;RPAD(' ',19)
4;94;4771;12;P1_50_5;P1 50.5;NUM;Montant du principal 2;;BAIXA;incoerente; A5177100    /  A5237100   ;RPAD(NVL(C_ENR.PCEC_ICNE, ' '), 12)
4;95;4783;19;P1_50_8;P1 50.8;ALPHA;PCCO - Montant des Dettes et créances rattach;;BAIXA;ok; +00000000000000000 /  +00000000000000085;RPAD(pack_utilitaire.f_format_montant_bis2(C_ENR.MNT_ICNE),19)
4;;4802;12;P1_50_9;P1 50.9;NUM;Montant des Dettes et créances rattachées;;FILLER;ok;0            / 1           ;RPAD(' ',12)
4;;4814;19;P1_50_14;P1 50.14;ALPHA;PCCO - Montant Marge initiale - Fonds de défa;;FILLER;vazio;;RPAD(' ',19)
4;;4833;12;P1_50_15;P1 50.15;NUM;Montant Marge initiale - Fonds de défaut;;FILLER;vazio;;RPAD(' ',12)
4;;4845;19;P1_50_16;P1 50.16;ALPHA;PCCO - Montant Marge variable;;FILLER;vazio;;RPAD(' ',19)
4;;4864;12;P1_50_17;P1 50.17;NUM;Montant Marge variable;;FILLER;vazio;;RPAD(' ',12)
4;;4876;19;P1_50_18;P1 50.18;ALPHA;PCCO - Montant Impacts JV;;FILLER;vazio;;RPAD(' ',19)
4;96;4895;2;P1_50_19;P1 50.19;NUM;Montant Impacts JV;P1 21.22;ALTA;vazio;;RPAD(NVL(C_ENR.MOTIF_MRTR,' '),2)
4;97;4897;8;P1_21_22;P1 21.22;ALPHA;Motif du moratoire;P1 21.23;ALTA;vazio;;RPAD(NVL(TO_CHAR(C_ENR.DT_DEBUT_MRTR, 'YYYYMMDD'), ' '),8)
4;98;4905;6;P1_21_23;P1 21.23;DATE;Date de début du moratoire;P1 21.29;ALTA;vazio;;case when C_ENR.DUREE_MRTR is not null then '+'||LPAD(C_ENR.DUREE_MRTR
4;99;4911;2;P1_21_29;P1 21.29;NUM;Durée du moratoire;P1 21.25;ALTA;vazio;;RPAD(NVL(C_ENR.STATUT_MRTR,' '),2)
4;100;4913;1;P1_21_25;P1 21.25;ALPHA;Statut du moratoire;P1 21.26;BAIXA;vazio;;RPAD(NVL(C_ENR.IND_MRTR_LEGISLATIF,' '),1)
4;101;4914;1;P1_21_26;P1 21.26;ALPHA;Indicateur de moratoire législatif;P1 21.27;BAIXA;vazio;;RPAD(NVL(C_ENR.IND_MRTR_CONTRACTUEL,' '),1)
4;102;4915;2;P1_21_27;P1 21.27;ALPHA;Indicateur de moratoire contractuel;P1 21.28;ALTA;vazio;;RPAD(NVL(C_ENR.CHAMP_APPL_MRTR,' '),2)
4;103;4917;19;P1_21_28;P1 21.28;ALPHA;Champ d'application du moratoire;P1 21.30;ALTA;vazio;;case when C_ENR.MNT_MRTR is not null then RPAD(pack_utilitaire.f_forma
4;104;4936;3;P1_21_30;P1 21.30;NUM;Montant des échéances reportées;P1 21.31;ALTA;vazio;;case when C_ENR.MNT_MRTR is not null then RPAD(NVL(C_ENR.DEV_MRTR,' ')
4;;4939;15;P1_21_31;P1 21.31;ALPHA;Devise du montant des échéances reportées;P1 21.32;FILLER;vazio;;RPAD(' ',15)
4;;4954;3;P1_21_32;P1 21.32;ALPHA;Méthode de convention des taux sans risque (R;P1 21.33;FILLER;vazio;;RPAD(' ',3)
4;;4957;12;P1_21_33;P1 21.33;ALPHA;Durée de convention des taux sans risque (RFR;P1 15;FILLER;vazio;;RPAD(' ',12)
4;;4969;12;P1_15;P1 15;ALPHA;Numéro de compte local (PCI) de l'encours;P1 16;FILLER;vazio;;RPAD(' ',12)
4;;4981;12;P1_16;P1 16;ALPHA;Numéro de compte PCCA de l'encours en norme I;P1 14;FILLER;vazio;;RPAD(' ',12)
4;;4993;12;P1_14;P1 14;ALPHA;Numéro de compte PCCA de l'encours en NF;P1 50.20;FILLER;vazio;;RPAD(' ',12)
4;;5005;19;P1_50_20;P1 50.20;ALPHA;PCCO - Montant du principal 3;P1 50.21;FILLER;vazio;;RPAD(' ',19)
4;;5024;1;P1_50_21;P1 50.21;NUM;Montant du principal 3;P1 21.34;FILLER;vazio;;RPAD(' ',1)
4;;5025;1;P1_21_34;P1 21.34;ALPHA;Indicateur de créance titrisable;P1 21.35;FILLER;vazio;;RPAD(' ',1)
4;;5026;19;P1_21_35;P1 21.35;ALPHA;Indicateur de créance pour émission de covere;P1 21.36;FILLER;vazio;;RPAD(' ',19)
4;;5045;3;P1_21_36;P1 21.36;NUM;Montants liquidatifs estimés;P1 21.37;FILLER;vazio;;RPAD(' ',3)
4;;5048;10;P1_21_37;P1 21.37;ALPHA;Devise des montants liquidatifs estimés;P1 21.47;FILLER;vazio;;RPAD(' ',10)
4;;5058;7;P1_21_47;P1 21.47;NUM;Pondération Bâloise de l'engagement pour le c;P1 21.48;FILLER;vazio;;RPAD(' ',7)
4;;5065;19;P1_21_48;P1 21.48;ALPHA;Méthode de titrisation pour le calcul de l'Ou;P1 21.49;FILLER;vazio;;RPAD(' ',19)
4;;5084;3;P1_21_49;P1 21.49;NUM;Montant des ajustements de risques pondérés l;P1 21.50;FILLER;vazio;;RPAD(' ',3)
4;;5087;19;P1_21_50;P1 21.50;ALPHA;Devise du montant des ajustements de risques ;P1 21.51;FILLER;vazio;;RPAD(' ',19)
4;;5106;3;P1_21_51;P1 21.51;NUM;Montant de RWA supplémentaire pour non-confor;P1 21.52;FILLER;vazio;;RPAD(' ',3)
4;;5109;19;P1_21_52;P1 21.52;ALPHA;Devise du montant de RWA supplémentaire pour ;P1 21.53;FILLER;vazio;;RPAD(' ',19)
4;;5128;3;P1_21_53;P1 21.53;NUM;Montant du gain RWA obtenu par le CAP sur la ;P1 21.54;FILLER;vazio;;RPAD(' ',3)
4;;5131;1;P1_21_54;P1 21.54;ALPHA;Devise du gain RWA obtenu par le CAP sur la p;P1 21.44;FILLER;vazio;;RPAD(' ',1)
4;;5132;1;P1_21_44;P1 21.44;ALPHA;Indicateur d'exposition de qualité élevée;P1 21.45;FILLER;vazio;;RPAD(' ',1)
4;105;5133;1;P1_21_45;P1 21.45;ALPHA;Indicateur de la phase opérationnelle du proj;P1 21.46;BAIXA;ok;N / Y;RPAD(NVL(C_ENR.IND_CONF_CRIT_OPE,' '),1)
4;;5134;1;P1_21_46;P1 21.46;ALPHA;Indicateur de conformité des critères opérati;P1 21.38;FILLER;ok;Y;RPAD(' ',1)
4;;5135;1;P1_21_38;P1 21.38;ALPHA;Indicateur d'exposition garantie par un bien ;P1 21.39;FILLER;ok;N / Y;RPAD(' ',1)
4;;5136;1;P1_21_39;P1 21.39;ALPHA;Indicateur d'exposition sur acquisition, déve;P1 21.40;FILLER;ok;N;RPAD(' ',1)
4;;5137;1;P1_21_40;P1 21.40;ALPHA;Réalisation des conditions de pondération pré;P1 21.41;FILLER;ok;1;RPAD(' ',1)
4;;5138;1;P1_21_41;P1 21.41;ALPHA;Indicateur de dépôt en espèces substantiel;P1 21.42;FILLER;vazio;;RPAD(' ',1)
4;;5139;15;P1_21_42;P1 21.42;ALPHA;Indicateur d'apport en fonds propres substant;P1 21.43;FILLER;ok; +0000000000000 /  +0001200000000;RPAD(' ',15)
4;;5154;1;P1_21_43;P1 21.43;NUM;Ratio prudentiel d'Exposition/valeur (ETV);P1 21.56;FILLER;ok;0;RPAD(' ',1)
4;;5155;1;P1_21_56;P1 21.56;ALPHA;Indicateur Intention de revente à court terme;P1 21.57;FILLER;vazio;;RPAD(' ',1)
4;;5156;1;P1_21_57;P1 21.57;ALPHA;Indicateur d'investissement en Capital Risque;P1 21.58;FILLER;vazio;;RPAD(' ',1)
4;;5157;1;P1_21_58;P1 21.58;ALPHA;Indicateur d'investissement dans un programme;P1 21.59;FILLER;vazio;;RPAD(' ',1)
4;;5158;15;P1_21_59;P1 21.59;ALPHA;Indicateur de participation stratégique depui;P1 21.60;FILLER;vazio;;RPAD(' ',15)
4;;5173;10;P1_21_60;P1 21.60;NUM;Taux historique de pondération de la particip;P1 21.61;FILLER;vazio;;RPAD(' ',10)
4;;5183;10;P1_21_61;P1 21.61;NUM;Perte en cas de défaut (LGD) de la part d'enc;P1 21.62;FILLER;vazio;;RPAD(' ',10)
4;;5193;19;P1_21_62;P1 21.62;NUM;Perte en cas de défaut (LGD) de la part d'enc;P1 21.63;FILLER;vazio;;RPAD(' ',19)
4;;5212;3;P1_21_63;P1 21.63;NUM;Montant d'encours pour la partie couverte par;P1 21.64;FILLER;vazio;;RPAD(' ',3)
4;;5215;5;P1_21_64;P1 21.64;ALPHA;Devise du montant d'encours pour la partie co;P1 21.65;FILLER;vazio;;RPAD(' ',5)
4;;5220;1;P1_21_65;P1 21.65;ALPHA;Entité juridique de rattachement du contrat d;P1 21.66;FILLER;vazio;;RPAD(' ',1)
4;;5221;1;P1_21_66;P1 21.66;ALPHA;Indicateur d'engagement hors bilan annulable ;P1 21.67;FILLER;ok;N;RPAD(' ',1)
4;106;5222;1;P1_21_67;P1 21.67;ALPHA;Indicateur de l'application de l'approche par;P1 21.68;BAIXA;vazio;;RPAD(NVL(C_ENR.NIV_RISQUE_CRR3,' '),1)
4;107;5223;12;P1_21_68;P1 21.68;ALPHA;Niveau de risque CRR3;P1 21.55;ALTA;ok; NA011       /  NA021      ;RPAD(NVL(C_ENR.CD_NAT_OPE_ENG_CALC_FLOOR,' '),12)
4;;5235;1;P1_21_55;P1 21.55;ALPHA;NATure d'Opération de l'engagement pour le ca;P1 21.69;FILLER;vazio;;RPAD(' ',1)
4;;5236;20;P1_21_69;P1 21.69;ALPHA;Indicateur de calcul de l'ajustement de l'éva;P1 21.89;FILLER;vazio;;RPAD(' ',20)
4;;5256;10;P1_21_89;P1 21.89;ALPHA;Identifiant local du client de l'intermédiair;P1 21.90;FILLER;vazio;;RPAD(' ',10)
4;108;5266;1;P1_21_90;P1 21.90;ALPHA;Identifiant central du client de l'intermédia;P1 8.13;BAIXA;vazio;;RPAD(NVL(C_ENR.USAGE_BIEN_FINANCE,' '),1)
4;;5267;40;P1_8_13;P1 8.13;ALPHA;Usage du bien immobilier financé;P1 21.71;FILLER;ok;0                                        / 2ARGENTON LES VALLEES                   ;RPAD(' ',40)
4;;5307;40;P1_21_71;P1 21.71;ALPHA;Lieu d'investissement du bien principal finan;P1 21.72;FILLER;ok; 10 RUE ANDRE CITROEN                    /  16 AV DU GENERAL DE GAULLE             ;RPAD(' ',40)
4;;5347;40;P1_21_72;P1 21.72;ALPHA;Lieu d'investissement du bien principal finan;P1 21.73;FILLER;ok; CABINET VETERINAIRE                     /  PA DE LA BAYONNE                       ;RPAD(' ',40)
4;;5387;40;P1_21_73;P1 21.73;ALPHA;Lieu d'investissement du bien principal finan;P1 21.74;FILLER;ok; 10 RUE ANDRE CITROEN                    /  16 AV DU GENERAL DE GAULLE             ;RPAD(' ',40)
4;;5427;40;P1_21_74;P1 21.74;ALPHA;Lieu d'investissement du bien principal finan;P1 21.75;FILLER;ok; 10 RUE ANDRE CITROEN                    /  16 AV DU GENERAL DE GAULLE             ;RPAD(' ',40)
4;;5467;40;P1_21_75;P1 21.75;ALPHA;Lieu d'investissement du bien principal finan;P1 21.76;FILLER;vazio;;RPAD(' ',40)
4;;5507;11;P1_21_76;P1 21.76;ALPHA;Lieu d'investissement du bien principal finan;P1 21.77;FILLER;ok; +43.627931 /  +44.970199;RPAD(' ',11)
4;;5518;12;P1_21_77;P1 21.77;NUM;Lieu d'investissement du bien principal finan;P1 21.78;FILLER;incoerente;0+000.526142 / 4+000.220485;RPAD(' ',12)
4;;5530;1;P1_21_78;P1 21.78;NUM;Lieu d'investissement du bien principal finan;P1 21.94;FILLER;ok;0 / 1;RPAD(' ',1)
4;;5531;2;P1_21_94;P1 21.94;ALPHA;Indicateur d'actif liquide de haute qualité (;P1 21.95;FILLER;vazio;;RPAD(' ',2)
4;;5533;1;P1_21_95;P1 21.95;ALPHA;Niveau de l'actif liquide de haute qualité (H;P1 21.79;FILLER;vazio;;RPAD(' ',1)
4;;5534;3;P1_21_79;P1 21.79;ALPHA;Indicateur Titre de Participation;P1 21.80;FILLER;vazio;;RPAD(' ',3)
4;;5537;10;P1_21_80;P1 21.80;ALPHA;Classification comptable de l'élément couvert;P1 21.81;FILLER;ok; +00000000 /  +00131562;RPAD(' ',10)
4;;5547;10;P1_21_81;P1 21.81;NUM;DSCR (ratio de couverture des charges d'empru;P1 21.82;FILLER;incoerente;0+00000000 / 7+10002261;RPAD(' ',10)
4;;5557;15;P1_21_82;P1 21.82;NUM;DSCR (ratio de couverture des charges d'empru;P1 21.83;FILLER;ok;0              ;RPAD(' ',15)
4;;5572;15;P1_21_83;P1 21.83;NUM;Ratio de couverture des intérêts (ICR) revalo;P1 21.84;FILLER;vazio;;RPAD(' ',15)
4;;5587;15;P1_21_84;P1 21.84;NUM;Ratio prêts-coûts (LTC) à l'octroi;P1 21.85;FILLER;vazio;;RPAD(' ',15)
4;109;5602;1;P1_21_85;P1 21.85;NUM;Taux de précommercialisation / prélocation à ;P1 21.86;BAIXA;vazio;;RPAD(NVL(C_ENR.CD_TYPE_BIEN_COMM,' '),1)
4;110;5603;1;P1_21_86;P1 21.86;ALPHA;Type de bien commercial;P1 21.87;BAIXA;ok;2 / 3;RPAD(NVL(C_ENR.CD_EMPLACE_BIEN_COMM,' '),1)
4;111;5604;1;P1_21_87;P1 21.87;ALPHA;Emplacement du bien immobilier commercial;P1 21.88;BAIXA;ok;2;RPAD(NVL(C_ENR.IND_OPE_AVEC_RECOURS,' '),1)
4;;5605;19;P1_21_88;P1 21.88;ALPHA;Indicateur d'opération avec recours;P1 21.91;FILLER;ok;N                   / Y                  ;RPAD(' ',19)
4;;5624;3;P1_21_91;P1 21.91;NUM;Montant des variations cumulées de la juste v;P1 21.92;FILLER;vazio;;RPAD(' ',3)
4;;5627;5;P1_21_92;P1 21.92;ALPHA;Devise du montant des variations cumulées de ;P1 21.93;FILLER;vazio;;RPAD(' ',5)
4;;5632;20;P1_21_93;P1 21.93;ALPHA;Numéro du dernier billet financier apériodiqu;P1 31.51;FILLER;vazio;;RPAD(' ',20)
4;;5652;19;P1_31_51;P1 31.51;ALPHA;Identifiant du contrat maître en responsabili;P1 31.52;FILLER;vazio;;RPAD(' ',19)
4;;5671;3;P1_31_52;P1 31.52;NUM;Montant en responsabilité solidaire;P1 31.53;FILLER;vazio;;RPAD(' ',3)
4;112;5674;24;P1_31_53;P1 31.53;ALPHA;Devise du montant en responsabilité solidaire;;BAIXA;vazio;;LPAD(' ', 24)
5;1;0;8;P1_H_0_1;0.1 (P1);DATE;Date d'arrêté;;MEDIA;ok;20250630;RPAD(TO_CHAR(C_ENR.DT_ARRETE,'YYYYMMDD'),8,' ')
5;2;8;5;P1_H_0_2;0.2 (P1);ALPHA;Entité Porteuse de Risques;;MEDIA;ok;00357 / 00370;RPAD(TO_CHAR(C_ENR.CD_CONSO_CPT),5,' ')
5;3;13;12;P1_H_0_3;0.3 (P1);ALPHA;Application source;;MEDIA;ok;C_BTR       ;RPAD('C_DDR',12,' ')
5;4;25;1;P1_H_0_4;0.4 (P1);ALPHA;Fréquence de transmission;;MEDIA;ok;M;'M'
5;5;26;12;P1_H_0_5;0.5 (P1);ALPHA;Date et Heure de traitement;;MEDIA;ok;202608241214;:MASYSDATE
5;6;38;2;P1_H_0_6;0.6 (P1);ALPHA;Type d'enregistrement;;MEDIA;ok;P1;'P1'
5;;40;1;P1_H_0_7;0.7 (P1);ALPHA;Nature de flux (Zone réservée DRG);;FILLER;vazio;;RPAD(' ',1)
5;;41;2;P1_H_0_8;0.8 (P1);ALPHA;Centre de Responsabilité Comptable (Zone rése;;FILLER;vazio;;RPAD(' ',2)
5;;43;7;P1_H_0_9;0.9 (P1);ALPHA;Unité d'exploitation (Zone réservée CACIB);;FILLER;vazio;;RPAD(' ',7)
5;7;50;20;P1_H_1_1;1.1 (P1);ALPHA;Identifiant local du tiers en risque;;MEDIA;ok;EN1001720            / EN100438            ;RPAD(NVL(C_ENR.ID_TIERS_CALC,' '),20,' ')
